label,file_name,source_path,sha256,width,height,dhash,is_valid,similarity_group,split,target_path
infected,img_0_1226.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1226.jpg,361326bcac7420eea14c779db23e99aca0016a0cfd7547c43babdaa595ba56a2,233,216,7813297617768052764,True,infected-group-0020,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/361326bcac74_img_0_1226.jpg
infected,img_0_1234.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1234.jpg,388901c2f8d7bab4c0f486e76496737cf566c6e52f9cd3836e8de212542d38c8,233,216,6439538143464911096,True,infected-group-0021,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/388901c2f8d7_img_0_1234.jpg
infected,img_0_1257.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1257.jpg,bd9d45e15140b16485c2a9c0b0124e8c83e81f7bdaa7fdd0c2f45d99523953de,280,259,16531955379117355064,True,infected-group-0022,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/bd9d45e15140_img_0_1257.jpg
infected,img_0_126.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_126.jpg,71b4b3e73e427b970c26df0171d5524e785c13f79b8937406cab40a3447e8f4d,233,216,15606017858175266851,True,infected-group-0023,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/71b4b3e73e42_img_0_126.jpg
infected,img_0_1272.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1272.jpg,a8ee9faeffd1cf64131521338f925fd007133b6ae8c32ca3aa0595740345f3aa,233,216,7730935368548678716,True,infected-group-0025,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/a8ee9faeffd1_img_0_1272.jpg
infected,img_0_1275.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1275.jpg,918a80bc365a238f8900b2471d8d18cafd812e989888f9e1795151fc58c8bdc6,225,225,10625377061192106112,True,infected-group-0026,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/918a80bc365a_img_0_1275.jpg
infected,img_0_1287.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1287.jpg,fb5c5638dc3e8ee89cf8fe336af8e456b40b9a2ae613843100e02fa6afe161b7,300,300,10101922426241478722,True,infected-group-0027,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/fb5c5638dc3e_img_0_1287.jpg
infected,img_0_1313.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1313.jpg,903d51f547080f4994b9ba1ec416aa0c9878a7b5a9ec1fcf7bb31d317b399279,280,259,2649511688496755840,True,infected-group-0030,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/903d51f54708_img_0_1313.jpg
infected,img_0_1324.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1324.jpg,116906c0112776585515ddd75b7d3da4cc644124affd9a947fad00657be458ef,300,300,11513912819958476806,True,infected-group-0031,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/116906c01127_img_0_1324.jpg
infected,img_0_1329.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1329.jpg,9d562070d1c3f9b436af2a9fd419eef408b2fcfc019c05c437e904d7fa2d1c37,299,266,6495126661570113066,True,infected-group-0032,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/9d562070d1c3_img_0_1329.jpg
infected,img_0_1377.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1377.jpg,ff62fbb01328c4c2cd54e54529aea61f7102526e624099e8068fd143503abd94,320,320,3923857969473807986,True,infected-group-0034,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/ff62fbb01328_img_0_1377.jpg
infected,img_0_1387.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1387.jpg,eb0024f8ae76117e5c1324603ff96a5ba0070ad235afd63a7d988a7340cdd188,299,266,16421055867980299067,True,infected-group-0035,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/eb0024f8ae76_img_0_1387.jpg
infected,img_0_1421.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1421.jpg,4a7147c9fcc35fa67b4f483514229bda226cf038d157ddb4d6fd7c33dc55ae9c,343,343,9223456427480798082,True,infected-group-0037,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/4a7147c9fcc3_img_0_1421.jpg
infected,img_0_1472.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1472.jpg,d92dc3e236594cb57a6e3a622b34b8a7860e175c25513881762a117fc656958a,300,300,5804185035233612016,True,infected-group-0038,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/d92dc3e23659_img_0_1472.jpg
infected,img_0_1539.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1539.jpg,160c8e76017d974c192124f29b26b09f5031be936ce15f06269efc7598bd7f20,233,216,16595424644962900216,True,infected-group-0041,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/160c8e76017d_img_0_1539.jpg
infected,img_0_1553.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1553.jpg,b45217fd39929c05192c8f32e797e53c97eea750a516db69de14d5b31bb44147,300,300,1816329672239628480,True,infected-group-0043,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b45217fd3992_img_0_1553.jpg
infected,img_0_1556.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1556.jpg,29ab05f5056554383a56066b08a4403d8a98753094e419c5631ddf652272ba5a,300,300,7450309874069026824,True,infected-group-0044,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/29ab05f50565_img_0_1556.jpg
infected,img_0_1575.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1575.jpg,b495a0bd0d4c7c194d623f31f223214fed8acad173c4d3d3f79e0280ca914e92,233,216,2730532488514621168,True,infected-group-0046,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b495a0bd0d4c_img_0_1575.jpg
infected,img_0_1589.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1589.jpg,d1ac69b5639ccb13fc13e6da7c35b3223e2d7490826c04bd38b1118730bc2242,225,225,3732510730884127984,True,infected-group-0047,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/d1ac69b5639c_img_0_1589.jpg
infected,img_0_1590.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1590.jpg,4b6c4aded3c0a7a358a41621d0bbda024edfff770b07a25893f8c1306ededb16,320,320,2658505524148368942,True,infected-group-0048,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/4b6c4aded3c0_img_0_1590.jpg
infected,img_0_1600.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1600.jpg,ffe9755cd538801812ab070078469c5d3f239381f4e5d6b9160cfb326e38a0a6,300,300,10968114901388681240,True,infected-group-0049,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/ffe9755cd538_img_0_1600.jpg
infected,img_0_1651.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1651.jpg,18bd6e4d366ab074f8906c63a02e6ab11bc6bd247f7fed8668ac2548788b26ad,233,216,10633898474116758720,True,infected-group-0050,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/18bd6e4d366a_img_0_1651.jpg
infected,img_0_1656.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1656.jpg,1f2b57b3393d69e0fee2b04666df47ea4d96053734c8a0396381b15c35db6e10,299,266,17385978358839188805,True,infected-group-0051,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/1f2b57b3393d_img_0_1656.jpg
infected,img_0_1669.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1669.jpg,da305687b339ccfe1ffa9a77986926d173ee761af882e1d78fbc1e40b96c1a53,300,300,4993311050436471032,True,infected-group-0053,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/da305687b339_img_0_1669.jpg
infected,img_0_1706.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1706.jpg,fe2e0316b3b40a95187385d0a63a78df90c39759efe4c1a25adce76090a7c777,300,300,3588400920091073744,True,infected-group-0054,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/fe2e0316b3b4_img_0_1706.jpg
infected,img_0_1725.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1725.jpg,8ef5e77cd713d3f9fc37483e8939ee6c0ecc549ec4d3b79301f9c4f17901960a,299,266,1383234075193908487,True,infected-group-0055,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/8ef5e77cd713_img_0_1725.jpg
infected,img_0_1743.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1743.jpg,32793331dd520c57ab6e1102d1174dbc2eab883376ca4c5af1010bb19a0cef0f,343,343,1858694340340875296,True,infected-group-0057,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/32793331dd52_img_0_1743.jpg
infected,img_0_1757.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1757.jpg,32363b3178a1f7113e59c504f19aacef705ac73f9969bb4f1252e167e0ecabd1,280,259,10552588566046884064,True,infected-group-0059,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/32363b3178a1_img_0_1757.jpg
infected,img_0_1786.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1786.jpg,c40eb7b46892c08f6d584f473adcd510c33db9844bcd571da0e99081ac35acdc,299,266,11228007990604327225,True,infected-group-0060,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/c40eb7b46892_img_0_1786.jpg
infected,img_0_1797.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1797.jpg,84ef1f4229ed4f921deba92f2552b753e28c22d693cb578b90fdc47d4aa5cd6e,225,225,6379233009097618382,True,infected-group-0061,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/84ef1f4229ed_img_0_1797.jpg
infected,img_0_1808.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1808.jpg,27b1e6a7c00af964d543cb36851a0eb4f779d805e2c8ff05df959036f65fa53b,233,216,3199923273466411032,True,infected-group-0062,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/27b1e6a7c00a_img_0_1808.jpg
infected,img_0_182.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_182.jpg,66d0dfc43cba58ea723b62aed5b0fb4f50c0eb14f4edff897d14bb072d87b88e,233,216,12876397357167599715,True,infected-group-0065,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/66d0dfc43cba_img_0_182.jpg
infected,img_0_1820.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1820.jpg,655c9017cdc757f1cf3bbf3c6124e0af46f88fbbf605dd5bf6079f78e03bc8c6,300,300,14829775051246016518,True,infected-group-0066,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/655c9017cdc7_img_0_1820.jpg
infected,img_0_1836.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1836.jpg,26b42d80d046e4da957b7e55f5b3c5ffc9eeb12e252aff274f118f846e642203,233,216,3309244799092232108,True,infected-group-0067,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/26b42d80d046_img_0_1836.jpg
infected,img_0_1845.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1845.jpg,744e610da6ab03c160363514b725dbde3bd56626e982e15946f4681afb47bdd0,299,266,4332490518872000279,True,infected-group-0068,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/744e610da6ab_img_0_1845.jpg
infected,img_0_1877.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1877.jpg,a0008e2da312c14f28258a9a9cd992f3e8d1e2efc34efa74eda1b1a43301c5ad,343,343,5791665169964269568,True,infected-group-0071,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/a0008e2da312_img_0_1877.jpg
infected,img_0_188.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_188.jpg,8da680a1415ad80b6986b7f36508ce0f37076383f668464d4591ca24eb8bed2d,300,300,10059856172524826864,True,infected-group-0072,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/8da680a1415a_img_0_188.jpg
infected,img_0_1886.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1886.jpg,334b18f99f4714e707c97d514314ce2bc9c4c5751fbc6f3ca43782bf9e7b1fee,320,320,14739279043854507745,True,infected-group-0073,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/334b18f99f47_img_0_1886.jpg
infected,img_0_1901.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1901.jpg,9a9ee52a0c2911acd3bcbfa39a27355c7b121e5dc30b9479343741e928639c96,233,216,15050068515833753776,True,infected-group-0075,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/9a9ee52a0c29_img_0_1901.jpg
infected,img_0_1916.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1916.jpg,3d61a28aef8faa3d55c164e10c6c1c58be41c819d8b596951ad5143ed9887b14,299,266,15268125567276775737,True,infected-group-0077,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/3d61a28aef8f_img_0_1916.jpg
infected,img_0_1944.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1944.jpg,0f74d8941f229511513679137001b867f21d2c0841f9be2152955a10a76ca492,225,225,5288993212555816696,True,infected-group-0079,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/0f74d8941f22_img_0_1944.jpg
infected,img_0_1949.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1949.jpg,38cfc6690b4f1096f336934382c75ca67a1f3298c37b287b525c9c84b3068958,300,300,7378986848102529080,True,infected-group-0080,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/38cfc6690b4f_img_0_1949.jpg
infected,img_0_1959.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1959.jpg,644002cba17e56f2640991535e21695868402793839e88bba6eda675f0d714fa,343,343,4263970883786448654,True,infected-group-0081,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/644002cba17e_img_0_1959.jpg
infected,img_0_1970.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1970.jpg,6527f62ffcfb9cebca230ec2e11f7f3680b555134d26542fbadf50be274300b3,343,343,4647934821798516736,True,infected-group-0082,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/6527f62ffcfb_img_0_1970.jpg
infected,img_0_1974.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1974.jpg,581b0403cab58fd86256ba2e16a2bb4dab29afdc3b4e5ebb3a62a0f73cec38b1,343,343,885168882704606759,True,infected-group-0083,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/581b0403cab5_img_0_1974.jpg
infected,img_0_1988.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_1988.jpg,15519d6dbcea63010462e5cafc72ad3c65d061518043d3e937a3e8f913f35567,300,300,11357785479999707140,True,infected-group-0084,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/15519d6dbcea_img_0_1988.jpg
infected,img_0_2019.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_2019.jpg,13db64ff9a69bace1da2a0cd291ebcbdb6f362b61178b297764b7a2b3c9692d6,300,300,5570658979843733624,True,infected-group-0085,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/13db64ff9a69_img_0_2019.jpg
infected,img_0_2027.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_2027.jpg,776352957a0989dfdbe0fe335bd77197ac828400b1a2ef0f0e1e624cff488c65,280,259,13414855551609790689,True,infected-group-0087,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/776352957a09_img_0_2027.jpg
infected,img_0_209.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_209.jpg,ea1553f7d106524d7c153fb8ae89305cdd721fcfd37cb9f9f938d4a9bb5b91fd,343,343,18418403483600894233,True,infected-group-0089,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/ea1553f7d106_img_0_209.jpg
infected,img_0_2098.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_2098.jpg,e8ad68566dca1ca4b4be9487fde301cdd31cfdaffcab85d2d52e422436f60a73,300,300,11442211502056075279,True,infected-group-0090,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/e8ad68566dca_img_0_2098.jpg
infected,img_0_2130.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_2130.jpg,0b11f8d7f07bd673b41b227db59fe413cab36152a32d5b0f74955d74152b3fe2,280,259,15984843594392432641,True,infected-group-0091,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/0b11f8d7f07b_img_0_2130.jpg
